Transformer_ID,Winding_Type,Test_Date,Frequency_Hz,Magnitude_dB,Phase_deg
TR005,LV,2026-03-17,87035.91361485166,-1.3,3.51
TR005,LV,2026-03-17,91158.88299750836,-3.54,-13.89
TR005,LV,2026-03-17,95477.16114208066,-0.03,-3.77
TR005,LV,2026-03-17,100000.0,3.87,-35.62
TR006,LV,2026-03-04,10.0,0.71,-27.07
TR006,LV,2026-03-04,10.473708979594498,0.44,-19.34
TR006,LV,2026-03-04,10.969857978923836,-2.9,-4.51
TR006,LV,2026-03-04,11.489510001873091,-1.51,8.69
TR006,LV,2026-03-04,12.033778407775893,-2.11,18.06
TR006,LV,2026-03-04,12.603829296797274,3.36,-3.01
TR006,LV,2026-03-04,13.200884008314182,0.98,-2.69
TR006,LV,2026-03-04,13.826221737646557,-1.24,-17.63
TR006,LV,2026-03-04,14.481182276745338,0.85,-14.54
TR006,LV,2026-03-04,15.167168884709225,-0.16,13.51
TR006,LV,2026-03-04,15.885651294280526,1.31,-7.62
TR006,LV,2026-03-04,16.63816886076129,2.86,1.09
TR006,LV,2026-03-04,17.4263338600965,1.03,12.77
TR006,LV,2026-03-04,18.251834943190435,-3.12,0.14
TR006,LV,2026-03-04,19.116440753857017,1.83,4.1
TR006,LV,2026-03-04,20.022003718155844,-0.13,-14.11
TR006,LV,2026-03-04,20.970464013232327,2.11,14.71
TR006,LV,2026-03-04,21.963853724165457,-1.22,-21.49
TR006,LV,2026-03-04,23.00430119772918,0.46,-23.26
TR006,LV,2026-03-04,24.094035602395245,2.55,-26.42
TR006,LV,2026-03-04,25.23539170434766,2.12,20.46
TR006,LV,2026-03-04,26.430814869741056,-3.01,-3.56
TR006,LV,2026-03-04,27.682866303920665,0.77,9.29
TR006,LV,2026-03-04,28.994228538828768,0.08,4.56
TR006,LV,2026-03-04,30.367711180354576,2.7,2.6
TR006,LV,2026-03-04,31.80625692794119,0.2,12.63
TR006,LV,2026-03-04,33.31294787934674,2.76,-12.38
TR006,LV,2026-03-04,34.891012134067736,1.23,-13.51
TR006,LV,2026-03-04,36.54383070957256,-2.75,6.5
TR006,LV,2026-03-04,38.274944785163115,-0.8,21.65
TR006,LV,2026-03-04,40.08806328898464,-1.31,-12.01
TR006,LV,2026-03-04,41.9870708444391,-0.66,25.48
TR006,LV,2026-03-04,43.97603609302721,-3.18,-2.0
TR006,LV,2026-03-04,46.05922041145106,3.83,-25.1
TR006,LV,2026-03-04,48.241087041653685,-0.37,10.23
TR006,LV,2026-03-04,50.526310653356795,-0.13,10.64
TR006,LV,2026-03-04,52.91978735958442,1.79,0.21
TR006,LV,2026-03-04,55.42664520663107,1.0,-5.42
TR006,LV,2026-03-04,58.05225516094899,-2.09,9.04
TR006,LV,2026-03-04,60.80224261649424,1.13,-7.8
TR006,LV,2026-03-04,63.68249944718586,-2.34,23.69
TR006,LV,2026-03-04,66.69919663030122,0.88,-19.67
TR006,LV,2026-03-04,69.85879746785248,-1.05,-11.65
TR006,LV,2026-03-04,73.16807143427197,-2.88,-20.57
TR006,LV,2026-03-04,76.63410868007459,2.13,4.94
TR006,LV,2026-03-04,80.26433522257175,0.23,7.99
TR006,LV,2026-03-04,84.06652885618325,0.13,-5.33
TR006,LV,2026-03-04,88.04883581643465,1.69,4.23
TR006,LV,2026-03-04,92.21978823334327,-5.27,-6.83
TR006,LV,2026-03-04,96.58832241158703,0.83,-10.18
TR006,LV,2026-03-04,101.1637979766207,0.41,13.84
TR006,LV,2026-03-04,105.9560179277616,-3.83,-10.42
TR006,LV,2026-03-04,110.97524964120721,1.28,-10.97
TR006,LV,2026-03-04,116.23224686798518,-1.81,0.23
TR006,LV,2026-03-04,121.7382727739662,-2.03,-23.41
TR006,LV,2026-03-04,127.50512407130128,-4.5,3.17
TR006,LV,2026-03-04,133.54515629298987,3.09,14.18
TR006,LV,2026-03-04,139.87131026472386,-2.58,6.83
TR006,LV,2026-03-04,146.49713983072849,-0.14,-6.8
TR006,LV,2026-03-04,153.43684089300132,-0.27,15.7
TR006,LV,2026-03-04,160.70528182616385,-0.28,-13.66
TR006,LV,2026-03-04,168.31803533309565,7.1,5.53
TR006,LV,2026-03-04,176.2914118095948,0.25,21.79
TR006,LV,2026-03-04,184.64249428955426,0.8,17.98
TR006,LV,2026-03-04,193.38917504552322,-3.43,-13.23
TR006,LV,2026-03-04,202.55019392306664,1.45,-4.41
TR006,LV,2026-03-04,212.14517849106298,1.29,-11.71
TR006,LV,2026-03-04,222.19468609395238,0.34,-1.84
TR006,LV,2026-03-04,232.72024789604072,2.06,-13.51
TR006,LV,2026-03-04,243.74441501222216,-2.09,-5.7
TR006,LV,2026-03-04,255.29080682395167,-1.29,19.6
TR006,LV,2026-03-04,267.3841615839947,2.63,-3.81
TR006,LV,2026-03-04,280.05038941836307,-0.53,-25.64
TR006,LV,2026-03-04,293.31662783900424,-2.29,-3.49
TR006,LV,2026-03-04,307.21129988617594,1.48,2.7
TR006,LV,2026-03-04,321.76417502507354,0.28,-8.75
TR006,LV,2026-03-04,337.0064329271928,1.14,7.23
TR006,LV,2026-03-04,352.970730273065,-0.86,14.22
TR006,LV,2026-03-04,369.6912707195028,-1.8,-6.3
TR006,LV,2026-03-04,387.20387818125573,2.49,-4.39
TR006,LV,2026-03-04,405.54607358408276,-0.47,4.53
TR006,LV,2026-03-04,424.75715525368986,-2.85,-13.45
TR006,LV,2026-03-04,444.87828311275854,3.19,15.07
TR006,LV,2026-03-04,465.9525668664682,-2.37,-8.89
TR006,LV,2026-03-04,488.02515836544336,0.22,0.7
TR006,LV,2026-03-04,511.14334834401654,2.57,-1.15
TR006,LV,2026-03-04,535.3566677410724,-2.53,28.24
TR006,LV,2026-03-04,560.7169938205458,0.81,-14.78
TR006,LV,2026-03-04,587.2786613189483,1.38,-28.76
TR006,LV,2026-03-04,615.0985788580505,1.69,0.51
TR006,LV,2026-03-04,644.236350872137,-1.32,-14.88
TR006,LV,2026-03-04,674.7544053110693,0.18,-9.32
TR006,LV,2026-03-04,706.7181273927491,1.33,12.37
TR006,LV,2026-03-04,740.1959996915645,2.06,4.64
TR006,LV,2026-03-04,775.2597488629465,-2.24,16.01
TR006,LV,2026-03-04,811.9844993184009,1.67,-12.52
TR006,LV,2026-03-04,850.4489341802678,2.77,3.79
TR006,LV,2026-03-04,890.735463861044,-1.06,24.87
TR006,LV,2026-03-04,932.9304026284686,-0.62,-17.73
TR006,LV,2026-03-04,977.1241535346502,1.13,-25.67
TR006,LV,2026-03-04,1023.4114021054527,1.6,-30.88
TR006,LV,2026-03-04,1071.8913192051275,3.83,-19.12
TR006,LV,2026-03-04,1122.6677735108135,0.01,15.0
TR006,LV,2026-03-04,1175.849554052157,-0.62,13.3
TR006,LV,2026-03-04,1231.550603292826,2.62,0.87
TR006,LV,2026-03-04,1289.8902612533082,-2.95,-3.88
TR006,LV,2026-03-04,1350.9935211980264,-0.29,-5.93
TR006,LV,2026-03-04,1414.991297434576,0.91,22.11
TR006,LV,2026-03-04,1482.0207057988587,-0.54,-1.92
TR006,LV,2026-03-04,1552.225357427048,1.23,15.18
TR006,LV,2026-03-04,1625.755666443795,1.49,7.56
TR006,LV,2026-03-04,1702.7691722258996,-4.07,20.54
TR006,LV,2026-03-04,1783.4308769319093,0.74,22.02
TR006,LV,2026-03-04,1867.9135990207828,-1.06,-7.13
TR006,LV,2026-03-04,1956.3983435170649,4.49,30.96
TR006,LV,2026-03-04,2049.074689815848,-1.67,-1.06
TR006,LV,2026-03-04,2146.1411978584038,-0.16,8.32
TR006,LV,2026-03-04,2247.8058335487253,3.74,-11.79
TR006,LV,2026-03-04,2354.286414322418,0.43,-9.79
TR006,LV,2026-03-04,2465.811075822604,-0.94,-12.74
TR006,LV,2026-03-04,2582.6187606826775,0.01,3.35
TR006,LV,2026-03-04,2704.9597304631343,1.16,-17.28
TR006,LV,2026-03-04,2833.096101839324,0.86,2.14
TR006,LV,2026-03-04,2967.3024081888693,-0.2,12.65
TR006,LV,2026-03-04,3107.866187782014,1.69,-26.64
TR006,LV,2026-03-04,3255.0885998350595,-1.48,12.72
TR006,LV,2026-03-04,3409.285069746811,-0.7,18.43
TR006,LV,2026-03-04,3570.7859649004627,-0.64,25.22
TR006,LV,2026-03-04,3739.937302478798,-2.89,9.11
TR006,LV,2026-03-04,3917.1014908092607,-1.46,5.88
TR006,LV,2026-03-04,4102.658105827194,-2.72,-14.49
TR006,LV,2026-03-04,4297.00470432084,-0.38,15.95
TR006,LV,2026-03-04,4500.557675700497,-1.46,-7.71
TR006,LV,2026-03-04,4713.753134116724,-1.58,-18.17
TR006,LV,2026-03-04,4937.047852839004,-2.94,8.71
TR006,LV,2026-03-04,5170.92024289676,2.04,5.64
TR006,LV,2026-03-04,5415.871378079471,-2.88,16.44
TR006,LV,2026-03-04,5672.426068491977,3.25,-25.64
TR006,LV,2026-03-04,5941.133984965034,0.17,-5.13
TR006,LV,2026-03-04,6222.570836730231,-2.02,-15.1
TR006,LV,2026-03-04,6517.339604882427,0.9,-7.86
TR006,LV,2026-03-04,6826.071834272386,3.01,6.26
TR006,LV,2026-03-04,7149.428986597577,-1.37,-24.37
TR006,LV,2026-03-04,7488.103857590023,-1.76,-16.56
TR006,LV,2026-03-04,7842.822061337682,4.04,-9.94
TR006,LV,2026-03-04,8214.34358491943,2.39,15.44
TR006,LV,2026-03-04,8603.464416684501,-0.62,3.78
TR006,LV,2026-03-04,9011.018251665018,-1.19,20.14
TR006,LV,2026-03-04,9437.87827777538,-1.43,11.81
TR006,LV,2026-03-04,9884.959046625587,-2.72,-14.72
TR006,LV,2026-03-04,10353.218432956615,0.87,0.64
TR006,LV,2026-03-04,10843.659686896108,-0.55,-6.08
TR006,LV,2026-03-04,11357.333583431051,1.8,30.07
TR006,LV,2026-03-04,11895.340673703207,-0.54,-1.57
TR006,LV,2026-03-04,12458.833642950081,-0.1,6.58
TR006,LV,2026-03-04,13049.019780144015,2.59,-39.59
TR006,LV,2026-03-04,13667.163564620074,-0.5,20.75
TR006,LV,2026-03-04,14314.589375234786,-3.02,-9.42
TR006,LV,2026-03-04,14992.684327860472,-1.72,-14.95
TR006,LV,2026-03-04,15702.901247293774,-2.83,-4.49
TR006,LV,2026-03-04,16446.761779946628,0.34,7.62
TR006,LV,2026-03-04,17225.859653987874,-1.15,-14.86
TR006,LV,2026-03-04,18041.864093920718,-1.85,5.57
TR006,LV,2026-03-04,18896.523396912115,1.6,-13.8
TR006,LV,2026-03-04,19791.668678535574,-0.4,16.42
TR006,LV,2026-03-04,20729.217795953697,0.79,-4.44
TR006,LV,2026-03-04,21711.179456945054,0.04,15.43
TR006,LV,2026-03-04,22739.657523579273,1.83,-2.87
TR006,LV,2026-03-04,23816.855519761608,-1.28,-11.18
TR006,LV,2026-03-04,24945.081352303165,-0.01,-2.99
TR006,LV,2026-03-04,26126.752255633262,2.47,-3.42
TR006,LV,2026-03-04,27364.39997074672,-1.76,22.02
TR006,LV,2026-03-04,28660.676169482504,-1.82,8.63
TR006,LV,2026-03-04,30018.35813575592,2.97,-11.75
TR006,LV,2026-03-04,31440.354715915,2.65,-9.99
TR006,LV,2026-03-04,32929.71255097148,3.69,3.68
TR006,LV,2026-03-04,34489.6226040576,-1.07,-11.43
TR006,LV,2026-03-04,36123.426997094306,-1.64,11.28
TR006,LV,2026-03-04,37834.62617131933,-0.45,16.68
TR006,LV,2026-03-04,39626.88638701478,-3.44,-0.43
TR006,LV,2026-03-04,41504.047578504724,-5.17,30.59
TR006,LV,2026-03-04,43470.131581250265,-2.02,-6.19
TR006,LV,2026-03-04,45529.35074866948,2.02,21.95
TR006,LV,2026-03-04,47686.116977144746,-2.92,-14.93
TR006,LV,2026-03-04,49945.0511585514,-1.4,19.85
TR006,LV,2026-03-04,52310.993080562585,-3.63,9.12
TR006,LV,2026-03-04,54789.01179593945,-1.77,12.03
TR006,LV,2026-03-04,57384.416483023924,-0.87,-1.84
TR006,LV,2026-03-04,60102.76782070388,-3.13,-18.97
TR006,LV,2026-03-04,62949.88990221888,0.3,-5.8
TR006,LV,2026-03-04,65931.88271333542,-1.57,-2.66
TR006,LV,2026-03-04,69055.1352016233,-2.23,-34.42
TR006,LV,2026-03-04,72326.33896483533,-2.76,17.66
TR006,LV,2026-03-04,75752.5025877192,-1.85,25.07
TR006,LV,2026-03-04,79340.96665797492,0.71,-36.79
TR006,LV,2026-03-04,83099.41949353386,-0.65,-9.45
TR006,LV,2026-03-04,87035.91361485166,-0.97,-10.04
TR006,LV,2026-03-04,91158.88299750836,-1.8,-19.85
TR006,LV,2026-03-04,95477.16114208066,-1.93,-0.74
TR006,LV,2026-03-04,100000.0,-1.65,14.92
TR007,LV,2026-03-21,10.0,-2.96,-8.96
TR007,LV,2026-03-21,10.473708979594498,0.29,-17.16
TR007,LV,2026-03-21,10.969857978923836,-2.29,19.8
TR007,LV,2026-03-21,11.489510001873091,-2.94,2.66
TR007,LV,2026-03-21,12.033778407775893,2.41,-7.66
TR007,LV,2026-03-21,12.603829296797274,-0.17,13.67
TR007,LV,2026-03-21,13.200884008314182,-3.42,3.59
TR007,LV,2026-03-21,13.826221737646557,1.75,14.39
TR007,LV,2026-03-21,14.481182276745338,1.32,-19.24
TR007,LV,2026-03-21,15.167168884709225,3.95,13.26
TR007,LV,2026-03-21,15.885651294280526,-5.12,-16.92
TR007,LV,2026-03-21,16.63816886076129,0.47,1.06
TR007,LV,2026-03-21,17.4263338600965,0.01,17.0
TR007,LV,2026-03-21,18.251834943190435,0.43,29.1
TR007,LV,2026-03-21,19.116440753857017,3.48,-31.05
TR007,LV,2026-03-21,20.022003718155844,2.45,15.12
TR007,LV,2026-03-21,20.970464013232327,-0.75,3.74
TR007,LV,2026-03-21,21.963853724165457,0.94,28.73
TR007,LV,2026-03-21,23.00430119772918,0.22,-2.63
TR007,LV,2026-03-21,24.094035602395245,0.22,-7.99
TR007,LV,2026-03-21,25.23539170434766,3.7,-5.03
TR007,LV,2026-03-21,26.430814869741056,-3.22,27.03
TR007,LV,2026-03-21,27.682866303920665,0.22,8.62
TR007,LV,2026-03-21,28.994228538828768,1.78,0.64
TR007,LV,2026-03-21,30.367711180354576,1.19,27.06
TR007,LV,2026-03-21,31.80625692794119,0.07,4.39
TR007,LV,2026-03-21,33.31294787934674,-1.73,2.41
TR007,LV,2026-03-21,34.891012134067736,1.21,10.63
TR007,LV,2026-03-21,36.54383070957256,-3.69,25.18
TR007,LV,2026-03-21,38.274944785163115,0.76,5.99
TR007,LV,2026-03-21,40.08806328898464,-0.36,13.65
TR007,LV,2026-03-21,41.9870708444391,2.8,0.15
TR007,LV,2026-03-21,43.97603609302721,-0.79,-2.64
TR007,LV,2026-03-21,46.05922041145106,1.25,-2.71
TR007,LV,2026-03-21,48.241087041653685,2.06,1.25
TR007,LV,2026-03-21,50.526310653356795,-0.5,-15.45
TR007,LV,2026-03-21,52.91978735958442,-0.26,-1.99
TR007,LV,2026-03-21,55.42664520663107,0.5,-9.46
TR007,LV,2026-03-21,58.05225516094899,0.03,13.34
TR007,LV,2026-03-21,60.80224261649424,0.04,-13.0
TR007,LV,2026-03-21,63.68249944718586,-0.75,-1.18
TR007,LV,2026-03-21,66.69919663030122,-3.64,-7.88
TR007,LV,2026-03-21,69.85879746785248,-0.56,-7.09
TR007,LV,2026-03-21,73.16807143427197,-2.39,-9.78
TR007,LV,2026-03-21,76.63410868007459,0.94,-12.61
TR007,LV,2026-03-21,80.26433522257175,-1.85,8.48
TR007,LV,2026-03-21,84.06652885618325,-2.81,-26.04
TR007,LV,2026-03-21,88.04883581643465,1.86,5.8
TR007,LV,2026-03-21,92.21978823334327,1.46,-1.71
TR007,LV,2026-03-21,96.58832241158703,-0.32,-17.16
TR007,LV,2026-03-21,101.1637979766207,4.52,12.95
TR007,LV,2026-03-21,105.9560179277616,-1.65,8.37
TR007,LV,2026-03-21,110.97524964120721,1.36,9.76
TR007,LV,2026-03-21,116.23224686798518,-1.96,-34.01
TR007,LV,2026-03-21,121.7382727739662,1.52,3.59
TR007,LV,2026-03-21,127.50512407130128,0.74,2.12
TR007,LV,2026-03-21,133.54515629298987,-1.61,-11.0
TR007,LV,2026-03-21,139.87131026472386,-1.94,-6.13
TR007,LV,2026-03-21,146.49713983072849,4.03,0.66
TR007,LV,2026-03-21,153.43684089300132,1.55,9.83
TR007,LV,2026-03-21,160.70528182616385,-2.98,-7.7
TR007,LV,2026-03-21,168.31803533309565,-0.34,9.81
TR007,LV,2026-03-21,176.2914118095948,-2.9,9.98
TR007,LV,2026-03-21,184.64249428955426,0.93,-2.96
TR007,LV,2026-03-21,193.38917504552322,-2.87,38.15
TR007,LV,2026-03-21,202.55019392306664,2.41,18.11
TR007,LV,2026-03-21,212.14517849106298,1.45,4.23
TR007,LV,2026-03-21,222.19468609395238,2.72,-10.71
TR007,LV,2026-03-21,232.72024789604072,1.32,8.74
TR007,LV,2026-03-21,243.74441501222216,1.79,-14.13
TR007,LV,2026-03-21,255.29080682395167,0.84,-19.75
TR007,LV,2026-03-21,267.3841615839947,0.86,11.01
TR007,LV,2026-03-21,280.05038941836307,2.24,-20.05
TR007,LV,2026-03-21,293.31662783900424,-0.03,19.02
TR007,LV,2026-03-21,307.21129988617594,-2.45,4.85
TR007,LV,2026-03-21,321.76417502507354,1.33,-6.69
TR007,LV,2026-03-21,337.0064329271928,-3.34,-9.1
TR007,LV,2026-03-21,352.970730273065,0.41,13.56
TR007,LV,2026-03-21,369.6912707195028,1.9,-10.05
TR007,LV,2026-03-21,387.20387818125573,0.15,6.45
TR007,LV,2026-03-21,405.54607358408276,-3.35,-0.93
TR007,LV,2026-03-21,424.75715525368986,0.87,0.27
TR007,LV,2026-03-21,444.87828311275854,-0.35,11.24
TR007,LV,2026-03-21,465.9525668664682,1.05,3.89
TR007,LV,2026-03-21,488.02515836544336,-1.62,-1.5
TR007,LV,2026-03-21,511.14334834401654,-0.82,-11.01
TR007,LV,2026-03-21,535.3566677410724,-1.19,-7.27
TR007,LV,2026-03-21,560.7169938205458,-1.12,1.51
TR007,LV,2026-03-21,587.2786613189483,1.51,-12.37
TR007,LV,2026-03-21,615.0985788580505,0.94,-31.67
TR007,LV,2026-03-21,644.236350872137,0.25,29.81
TR007,LV,2026-03-21,674.7544053110693,-0.58,0.56
TR007,LV,2026-03-21,706.7181273927491,-1.27,-5.08
TR007,LV,2026-03-21,740.1959996915645,-1.54,4.88
TR007,LV,2026-03-21,775.2597488629465,-2.8,-2.41
TR007,LV,2026-03-21,811.9844993184009,0.81,20.97
TR007,LV,2026-03-21,850.4489341802678,-0.18,15.94
TR007,LV,2026-03-21,890.735463861044,-0.97,25.0
TR007,LV,2026-03-21,932.9304026284686,-1.3,9.42
TR007,LV,2026-03-21,977.1241535346502,-0.48,2.12
TR007,LV,2026-03-21,1023.4114021054527,1.65,29.33
TR007,LV,2026-03-21,1071.8913192051275,-4.15,-32.22
TR007,LV,2026-03-21,1122.6677735108135,-0.42,37.52
TR007,LV,2026-03-21,1175.849554052157,5.14,10.05
TR007,LV,2026-03-21,1231.550603292826,0.31,-8.08
TR007,LV,2026-03-21,1289.8902612533082,-0.31,22.91
TR007,LV,2026-03-21,1350.9935211980264,-1.54,-18.27
TR007,LV,2026-03-21,1414.991297434576,0.88,-3.59
TR007,LV,2026-03-21,1482.0207057988587,1.7,-26.1
TR007,LV,2026-03-21,1552.225357427048,0.5,10.61
TR007,LV,2026-03-21,1625.755666443795,0.4,-14.47
TR007,LV,2026-03-21,1702.7691722258996,-0.4,11.08
TR007,LV,2026-03-21,1783.4308769319093,-1.26,-3.47
TR007,LV,2026-03-21,1867.9135990207828,3.49,18.27
TR007,LV,2026-03-21,1956.3983435170649,1.42,-28.87
TR007,LV,2026-03-21,2049.074689815848,1.11,14.46
TR007,LV,2026-03-21,2146.1411978584038,1.84,0.6
TR007,LV,2026-03-21,2247.8058335487253,1.22,27.11
TR007,LV,2026-03-21,2354.286414322418,-0.46,-9.02
TR007,LV,2026-03-21,2465.811075822604,-2.44,7.83
TR007,LV,2026-03-21,2582.6187606826775,0.49,-4.68
TR007,LV,2026-03-21,2704.9597304631343,1.12,23.77
TR007,LV,2026-03-21,2833.096101839324,-3.39,-0.51
TR007,LV,2026-03-21,2967.3024081888693,0.77,6.44
TR007,LV,2026-03-21,3107.866187782014,0.09,15.63
TR007,LV,2026-03-21,3255.0885998350595,1.81,7.14
TR007,LV,2026-03-21,3409.285069746811,-1.17,8.65
TR007,LV,2026-03-21,3570.7859649004627,-1.17,-0.02
TR007,LV,2026-03-21,3739.937302478798,1.19,-15.67
TR007,LV,2026-03-21,3917.1014908092607,4.4,-5.55
TR007,LV,2026-03-21,4102.658105827194,0.47,1.44
TR007,LV,2026-03-21,4297.00470432084,-1.95,6.99
TR007,LV,2026-03-21,4500.557675700497,-3.12,13.46
TR007,LV,2026-03-21,4713.753134116724,-0.02,22.68
TR007,LV,2026-03-21,4937.047852839004,-2.75,-2.19
TR007,LV,2026-03-21,5170.92024289676,-2.35,1.01
TR007,LV,2026-03-21,5415.871378079471,-2.5,-4.9
TR007,LV,2026-03-21,5672.426068491977,1.92,17.24
TR007,LV,2026-03-21,5941.133984965034,-4.71,-0.06
TR007,LV,2026-03-21,6222.570836730231,0.31,-6.74
TR007,LV,2026-03-21,6517.339604882427,-2.33,-38.93
TR007,LV,2026-03-21,6826.071834272386,-1.71,7.69
TR007,LV,2026-03-21,7149.428986597577,-1.99,20.57
TR007,LV,2026-03-21,7488.103857590023,-0.19,6.03
TR007,LV,2026-03-21,7842.822061337682,1.22,15.21
TR007,LV,2026-03-21,8214.34358491943,-0.01,-2.47
TR007,LV,2026-03-21,8603.464416684501,0.76,-12.82
TR007,LV,2026-03-21,9011.018251665018,0.17,32.51
TR007,LV,2026-03-21,9437.87827777538,2.29,9.06
TR007,LV,2026-03-21,9884.959046625587,-0.87,-0.95
TR007,LV,2026-03-21,10353.218432956615,-1.38,22.03
TR007,LV,2026-03-21,10843.659686896108,-2.53,23.53
TR007,LV,2026-03-21,11357.333583431051,-0.58,-2.81
TR007,LV,2026-03-21,11895.340673703207,0.06,20.05
TR007,LV,2026-03-21,12458.833642950081,-3.72,-14.2
TR007,LV,2026-03-21,13049.019780144015,0.6,7.81
TR007,LV,2026-03-21,13667.163564620074,-1.36,-11.49
TR007,LV,2026-03-21,14314.589375234786,2.97,-8.72
TR007,LV,2026-03-21,14992.684327860472,0.14,4.77
TR007,LV,2026-03-21,15702.901247293774,-1.14,-19.79
TR007,LV,2026-03-21,16446.761779946628,0.71,3.73
TR007,LV,2026-03-21,17225.859653987874,-0.46,-23.16
TR007,LV,2026-03-21,18041.864093920718,0.87,-1.74
TR007,LV,2026-03-21,18896.523396912115,-2.3,-17.84
TR007,LV,2026-03-21,19791.668678535574,0.63,-4.08
TR007,LV,2026-03-21,20729.217795953697,-2.45,-14.48
TR007,LV,2026-03-21,21711.179456945054,2.54,2.15
TR007,LV,2026-03-21,22739.657523579273,-3.24,7.62
TR007,LV,2026-03-21,23816.855519761608,-2.74,5.75
TR007,LV,2026-03-21,24945.081352303165,-2.67,-22.76
TR007,LV,2026-03-21,26126.752255633262,-1.93,-15.28
TR007,LV,2026-03-21,27364.39997074672,2.32,8.81
TR007,LV,2026-03-21,28660.676169482504,-0.22,-0.73
TR007,LV,2026-03-21,30018.35813575592,-0.19,-16.73
TR007,LV,2026-03-21,31440.354715915,4.12,-1.6
TR007,LV,2026-03-21,32929.71255097148,2.41,-3.42
TR007,LV,2026-03-21,34489.6226040576,-2.18,1.61
TR007,LV,2026-03-21,36123.426997094306,-0.64,28.54
TR007,LV,2026-03-21,37834.62617131933,-0.31,1.07
TR007,LV,2026-03-21,39626.88638701478,1.57,-33.22
TR007,LV,2026-03-21,41504.047578504724,0.43,-3.09
TR007,LV,2026-03-21,43470.131581250265,1.18,8.59
TR007,LV,2026-03-21,45529.35074866948,-1.4,18.66
TR007,LV,2026-03-21,47686.116977144746,1.9,-20.62
TR007,LV,2026-03-21,49945.0511585514,1.16,12.76
TR007,LV,2026-03-21,52310.993080562585,0.61,-2.55
TR007,LV,2026-03-21,54789.01179593945,-1.44,-2.33
TR007,LV,2026-03-21,57384.416483023924,1.46,-4.48
TR007,LV,2026-03-21,60102.76782070388,-0.08,5.61
TR007,LV,2026-03-21,62949.88990221888,1.82,2.61
TR007,LV,2026-03-21,65931.88271333542,-1.88,36.08
TR007,LV,2026-03-21,69055.1352016233,1.77,-8.75
TR007,LV,2026-03-21,72326.33896483533,0.76,-15.85
TR007,LV,2026-03-21,75752.5025877192,-1.27,3.56
TR007,LV,2026-03-21,79340.96665797492,3.0,-21.79
TR007,LV,2026-03-21,83099.41949353386,0.87,6.32
TR007,LV,2026-03-21,87035.91361485166,1.19,0.62
TR007,LV,2026-03-21,91158.88299750836,0.99,-9.51
TR007,LV,2026-03-21,95477.16114208066,1.44,-0.16
TR007,LV,2026-03-21,100000.0,2.87,-18.01
TR008,LV,2026-03-01,10.0,-2.43,-16.54
TR008,LV,2026-03-01,10.473708979594498,0.89,5.17
TR008,LV,2026-03-01,10.969857978923836,-2.81,23.23
TR008,LV,2026-03-01,11.489510001873091,3.13,-0.81
TR008,LV,2026-03-01,12.033778407775893,-1.49,17.66
TR008,LV,2026-03-01,12.603829296797274,2.62,12.32
TR008,LV,2026-03-01,13.200884008314182,1.96,-27.31
TR008,LV,2026-03-01,13.826221737646557,-2.21,15.76
TR008,LV,2026-03-01,14.481182276745338,-2.2,-8.25
TR008,LV,2026-03-01,15.167168884709225,-0.28,-2.65
TR008,LV,2026-03-01,15.885651294280526,1.48,6.91
TR008,LV,2026-03-01,16.63816886076129,-2.24,4.23
TR008,LV,2026-03-01,17.4263338600965,1.21,-1.11
TR008,LV,2026-03-01,18.251834943190435,-2.34,0.58
TR008,LV,2026-03-01,19.116440753857017,0.68,16.37
TR008,LV,2026-03-01,20.022003718155844,0.6,33.69
TR008,LV,2026-03-01,20.970464013232327,0.62,2.12
TR008,LV,2026-03-01,21.963853724165457,-0.12,-8.74
TR008,LV,2026-03-01,23.00430119772918,2.43,4.3
TR008,LV,2026-03-01,24.094035602395245,-2.29,6.43
TR008,LV,2026-03-01,25.23539170434766,-0.33,1.39
TR008,LV,2026-03-01,26.430814869741056,2.97,-9.16
TR008,LV,2026-03-01,27.682866303920665,-1.14,34.49
TR008,LV,2026-03-01,28.994228538828768,0.59,8.92
TR008,LV,2026-03-01,30.367711180354576,0.59,-2.12
TR008,LV,2026-03-01,31.80625692794119,0.71,-5.98
TR008,LV,2026-03-01,33.31294787934674,1.17,-23.58
TR008,LV,2026-03-01,34.891012134067736,-1.28,21.23
TR008,LV,2026-03-01,36.54383070957256,0.13,14.04
TR008,LV,2026-03-01,38.274944785163115,-2.27,17.91
TR008,LV,2026-03-01,40.08806328898464,-3.25,-24.52
TR008,LV,2026-03-01,41.9870708444391,1.1,-1.23
TR008,LV,2026-03-01,43.97603609302721,-0.89,1.81
TR008,LV,2026-03-01,46.05922041145106,-1.68,5.35
TR008,LV,2026-03-01,48.241087041653685,1.82,2.51
TR008,LV,2026-03-01,50.526310653356795,2.53,-11.99
TR008,LV,2026-03-01,52.91978735958442,1.83,-4.07
TR008,LV,2026-03-01,55.42664520663107,-0.85,13.6
TR008,LV,2026-03-01,58.05225516094899,0.45,41.03
TR008,LV,2026-03-01,60.80224261649424,-5.27,17.23
TR008,LV,2026-03-01,63.68249944718586,-2.56,-22.87
TR008,LV,2026-03-01,66.69919663030122,-0.88,-13.89
TR008,LV,2026-03-01,69.85879746785248,-2.44,2.1
TR008,LV,2026-03-01,73.16807143427197,-0.46,19.5
TR008,LV,2026-03-01,76.63410868007459,-2.03,15.88
TR008,LV,2026-03-01,80.26433522257175,0.77,-3.15
